satisfaction,evaluation,averageMonthlyHours,yearsAtCompany,turnover
36.0,48.0,277,3,0
40.0,46.0,283,3,0
87.0,84.0,266,5,0
41.0,49.0,264,3,0
11.0,91.0,291,4,0
10.0,93.0,287,4,0
38.0,51.0,266,3,0
39.0,55.0,294,3,0
40.0,52.0,272,3,0
45.0,48.0,281,3,0
74.0,84.0,271,5,0
45.0,55.0,285,3,0
12.0,100.0,271,4,0
10.0,77.0,290,5,0
37.0,55.0,286,3,0
89.0,87.0,264,5,0
45.0,47.0,272,3,0
37.0,46.0,268,3,0
11.0,81.0,262,4,0
41.0,48.0,268,3,0
10.0,94.0,281,4,0
10.0,93.0,270,4,0
11.0,95.0,263,4,0
40.0,54.0,256,3,0
41.0,49.0,270,3,0
10.0,81.0,275,4,0
73.0,86.0,261,6,0
43.0,47.0,269,3,0
37.0,46.0,270,3,0
11.0,94.0,266,4,0
40.0,46.0,274,3,0
41.0,54.0,266,3,0
82.0,84.0,286,5,0
61.0,47.0,255,3,0
11.0,91.0,279,4,0
37.0,45.0,268,3,0
41.0,52.0,271,3,0
37.0,52.0,283,3,0
88.0,99.0,286,6,0
10.0,85.0,273,4,0
44.0,48.0,274,3,0
38.0,57.0,266,3,0
11.0,85.0,303,4,0
9.0,98.0,277,4,0
45.0,52.0,271,3,0
10.0,81.0,289,4,0
45.0,47.0,284,3,0
77.0,87.0,279,5,0
44.0,51.0,264,3,0
39.0,50.0,282,3,0
10.0,91.0,277,4,0
9.0,89.0,281,5,0
37.0,47.0,276,3,0
90.0,100.0,269,5,0
41.0,56.0,294,3,0
37.0,52.0,273,3,0
10.0,86.0,301,4,0
81.0,100.0,266,5,0
11.0,80.0,277,4,0
11.0,84.0,277,4,0
40.0,46.0,281,3,0
9.0,80.0,286,5,0
48.0,93.0,293,6,0
91.0,91.0,290,6,0
43.0,57.0,271,3,0
33.0,88.0,282,5,0
41.0,57.0,271,3,0
41.0,55.0,255,3,0
37.0,54.0,275,3,0
31.0,62.0,273,5,0
9.0,91.0,290,4,0
10.0,87.0,279,4,0
76.0,90.0,265,5,0
41.0,54.0,275,3,0
72.0,96.0,268,5,0
40.0,50.0,276,3,0
91.0,87.0,277,5,0
10.0,83.0,275,4,0
40.0,56.0,266,3,0
82.0,86.0,278,5,0
10.0,82.0,263,4,0
37.0,45.0,295,3,0
36.0,51.0,277,3,0
39.0,48.0,277,3,0
36.0,57.0,289,3,0
86.0,84.0,264,5,0
73.0,99.0,287,5,0
56.0,71.0,285,2,0
44.0,56.0,271,3,0
31.0,56.0,270,2,0
77.0,93.0,292,5,0
44.0,45.0,272,3,0
38.0,46.0,294,3,0
45.0,48.0,274,3,0
38.0,51.0,278,3,0
36.0,48.0,277,3,0
75.0,90.0,285,5,0
10.0,93.0,282,4,0
10.0,97.0,272,4,0
45.0,50.0,274,3,0
42.0,57.0,278,3,0
78.0,100.0,295,5,0
45.0,55.0,291,3,0
84.0,100.0,277,5,0
11.0,93.0,293,4,0
42.0,56.0,272,3,0
45.0,46.0,266,3,0
46.0,57.0,273,3,0
9.0,79.0,263,5,0
87.0,83.0,282,6,0
10.0,87.0,288,4,0
91.0,100.0,274,6,0
76.0,92.0,272,5,0
74.0,100.0,279,5,0
92.0,93.0,271,5,0
76.0,87.0,273,5,0
47.0,50.0,263,4,0
73.0,99.0,280,5,0
9.0,94.0,273,4,0
91.0,92.0,273,5,0
82.0,98.0,285,5,0
28.0,45.0,296,4,0
84.0,99.0,292,6,0
45.0,53.0,271,3,0
45.0,54.0,269,3,0
91.0,97.0,274,5,0
42.0,48.0,272,3,0
82.0,100.0,283,6,0
11.0,90.0,274,4,0
42.0,53.0,270,4,0
82.0,85.0,257,5,0
9.0,96.0,263,4,0
10.0,94.0,263,4,0
86.0,100.0,287,5,0
40.0,46.0,276,3,0
45.0,46.0,265,3,0
42.0,51.0,270,3,0
74.0,92.0,273,5,0
55.0,60.0,259,4,0
37.0,45.0,272,3,0
41.0,52.0,280,3,0
89.0,65.0,282,6,0
41.0,57.0,289,3,0
44.0,51.0,268,3,0
87.0,84.0,270,6,0
10.0,84.0,277,4,0
41.0,47.0,267,3,0
11.0,85.0,270,4,0
43.0,53.0,267,3,0
77.0,90.0,256,5,0
41.0,52.0,282,3,0
41.0,48.0,262,3,0
36.0,78.0,275,4,0
77.0,100.0,270,5,0
81.0,98.0,266,5,0
39.0,54.0,259,3,0
9.0,94.0,279,5,0
44.0,46.0,287,3,0
10.0,84.0,281,4,0
36.0,48.0,290,3,0
81.0,92.0,270,5,0
81.0,90.0,275,5,0
85.0,98.0,289,5,0
10.0,87.0,273,4,0
37.0,54.0,285,3,0
9.0,97.0,285,4,0
44.0,53.0,259,3,0
86.0,93.0,266,5,0
77.0,100.0,274,5,0
41.0,48.0,275,3,0
40.0,48.0,281,3,0
43.0,49.0,277,3,0
43.0,50.0,285,3,0
80.0,53.0,263,5,0
80.0,85.0,269,5,0
82.0,98.0,295,5,0
37.0,54.0,269,3,0
37.0,48.0,268,3,0
9.0,95.0,284,4,0
90.0,92.0,286,5,0
41.0,52.0,277,3,0
10.0,85.0,266,4,0
44.0,53.0,267,3,0
89.0,85.0,272,5,0
42.0,56.0,296,3,0
87.0,100.0,254,5,0
45.0,57.0,278,3,0
11.0,87.0,250,4,0
9.0,79.0,271,4,0
76.0,83.0,267,5,0
11.0,96.0,258,5,0
37.0,49.0,276,3,0
10.0,79.0,268,4,0
77.0,87.0,270,6,0
42.0,54.0,278,3,0
38.0,52.0,276,3,0
32.0,95.0,274,2,0
38.0,49.0,260,3,0
19.0,100.0,278,4,0
10.0,83.0,271,4,0
76.0,88.0,266,4,0
53.0,56.0,281,6,0
39.0,51.0,260,3,0
11.0,83.0,275,4,0
10.0,94.0,270,4,0
84.0,100.0,284,5,0
82.0,99.0,285,6,0
10.0,82.0,279,4,0
59.0,49.0,256,4,0
44.0,48.0,277,3,0
89.0,95.0,291,5,0
91.0,84.0,291,5,0
66.0,57.0,267,5,0
11.0,87.0,270,5,0
43.0,51.0,272,3,0
78.0,83.0,274,6,0
11.0,97.0,276,5,0
83.0,98.0,267,5,0
39.0,54.0,268,3,0
38.0,55.0,277,3,0
37.0,57.0,260,3,0
44.0,48.0,271,3,0
53.0,85.0,281,5,0
9.0,96.0,275,4,0
11.0,89.0,259,4,0
83.0,96.0,263,5,0
88.0,100.0,274,6,0
10.0,89.0,281,4,0
9.0,86.0,279,4,0
44.0,54.0,289,3,0
39.0,51.0,291,3,0
87.0,94.0,283,5,0
74.0,99.0,291,5,0
10.0,95.0,274,4,0
74.0,82.0,273,6,0
75.0,99.0,270,5,0
41.0,56.0,272,3,0
41.0,45.0,271,3,0
9.0,90.0,277,4,0
9.0,80.0,273,5,0
39.0,57.0,263,3,0
40.0,56.0,279,3,0
37.0,54.0,289,3,0
10.0,84.0,272,4,0
43.0,51.0,270,3,0
75.0,85.0,280,6,0
37.0,56.0,261,3,0
11.0,85.0,274,4,0
45.0,45.0,271,3,0
87.0,100.0,263,5,0
11.0,94.0,283,4,0
45.0,54.0,274,3,0
81.0,87.0,257,5,0
77.0,91.0,270,5,0
89.0,92.0,292,5,0
43.0,49.0,291,3,0
78.0,100.0,271,5,0
37.0,47.0,299,3,0
37.0,50.0,270,3,0
85.0,82.0,262,5,0
41.0,47.0,286,3,0
11.0,96.0,267,4,0
75.0,99.0,261,5,0
82.0,85.0,271,5,0
79.0,100.0,275,6,0
43.0,53.0,283,3,0
10.0,90.0,285,4,0
46.0,48.0,286,3,0
43.0,57.0,278,3,0
43.0,55.0,247,3,0
11.0,80.0,271,4,0
9.0,86.0,250,4,0
37.0,53.0,272,3,0
40.0,57.0,263,3,0
10.0,77.0,280,4,0
41.0,53.0,266,3,0
79.0,58.0,277,4,0
11.0,79.0,273,4,0
10.0,97.0,280,4,0
44.0,51.0,281,3,0
25.0,46.0,282,4,0
44.0,52.0,283,3,0
73.0,100.0,279,5,0
75.0,97.0,282,6,0
36.0,47.0,280,3,0
37.0,49.0,280,3,0
39.0,49.0,294,3,0
48.0,78.0,286,2,0
57.0,72.0,291,6,0
90.0,96.0,280,5,0
39.0,55.0,262,3,0
44.0,51.0,277,3,0
81.0,88.0,273,5,0
74.0,87.0,271,5,0
44.0,56.0,266,3,0
41.0,56.0,260,3,0
40.0,51.0,275,3,0
46.0,57.0,280,3,0
80.0,83.0,266,3,0
87.0,90.0,280,5,0
39.0,54.0,271,3,0
38.0,55.0,271,3,0
66.0,67.0,267,3,0
10.0,80.0,281,4,0
37.0,54.0,283,3,0
10.0,77.0,286,4,0
9.0,87.0,268,4,0
86.0,84.0,281,5,0
11.0,90.0,272,4,0
37.0,46.0,281,3,0
11.0,92.0,272,4,0
77.0,98.0,292,6,0
84.0,94.0,276,6,0
10.0,84.0,269,4,0
83.0,90.0,269,5,0
11.0,79.0,280,4,0
86.0,92.0,280,5,0
38.0,56.0,268,3,0
11.0,88.0,279,4,0
45.0,49.0,277,3,0
10.0,85.0,269,4,0
9.0,95.0,304,4,0
39.0,53.0,275,3,0
37.0,47.0,272,3,0
81.0,97.0,277,5,0
9.0,90.0,275,4,0
10.0,88.0,280,4,0
39.0,49.0,280,3,0
83.0,95.0,268,5,0
45.0,57.0,265,3,0
43.0,51.0,272,3,0
80.0,75.0,288,2,0
10.0,86.0,277,4,0
10.0,55.0,260,4,0
36.0,52.0,295,3,0
38.0,50.0,279,3,0
78.0,98.0,271,6,0
44.0,49.0,277,3,0
41.0,46.0,282,3,0
72.0,85.0,291,6,0
46.0,54.0,267,3,0
10.0,90.0,277,4,0
34.0,67.0,280,2,0
11.0,89.0,269,5,0
38.0,56.0,269,3,0
82.0,92.0,296,5,0
39.0,57.0,282,3,0
44.0,53.0,282,3,0
43.0,52.0,260,3,0
84.0,83.0,272,5,0
43.0,48.0,271,3,0
37.0,52.0,288,3,0
74.0,97.0,259,5,0
73.0,97.0,291,5,0
37.0,47.0,272,3,0
58.0,62.0,282,3,0
40.0,54.0,272,3,0
51.0,83.0,279,4,0
46.0,50.0,288,3,0
45.0,54.0,290,3,0
46.0,50.0,286,3,0
39.0,45.0,275,3,0
9.0,88.0,272,4,0
9.0,77.0,277,4,0
37.0,51.0,275,3,0
10.0,89.0,302,4,0
77.0,100.0,266,5,0
79.0,86.0,285,5,0
43.0,55.0,265,3,0
38.0,53.0,264,3,0
77.0,91.0,263,6,0
44.0,50.0,298,3,0
39.0,46.0,279,3,0
78.0,89.0,268,6,0
10.0,79.0,287,5,0
10.0,77.0,292,4,0
75.0,85.0,265,5,0
46.0,62.0,272,3,0
91.0,97.0,257,6,0
10.0,92.0,261,4,0
72.0,60.0,271,5,0
11.0,95.0,261,4,0
11.0,94.0,252,4,0
46.0,57.0,272,3,0
37.0,46.0,270,3,0
46.0,50.0,283,3,0
43.0,57.0,275,3,0
11.0,82.0,257,4,0
73.0,89.0,282,6,0
43.0,47.0,273,3,0
86.0,100.0,260,5,0
10.0,83.0,270,4,0
40.0,49.0,285,3,0
11.0,87.0,279,4,0
86.0,98.0,278,5,0
42.0,100.0,279,3,0
79.0,84.0,259,5,0
10.0,96.0,274,4,0
9.0,92.0,280,4,0
9.0,82.0,293,4,0
87.0,100.0,261,5,0
36.0,49.0,268,3,0
42.0,75.0,270,4,0
84.0,86.0,264,5,0
10.0,83.0,276,4,0
78.0,71.0,274,5,0
35.0,99.0,274,4,0
10.0,81.0,278,4,0
11.0,80.0,289,4,0
43.0,48.0,282,3,0
38.0,45.0,269,3,0
46.0,54.0,279,3,0
89.0,82.0,266,5,0
45.0,50.0,297,3,0
44.0,53.0,273,3,0
74.0,54.0,271,3,0
45.0,54.0,272,3,0
79.0,93.0,280,5,0
79.0,91.0,282,5,0
11.0,87.0,282,4,0
42.0,48.0,273,3,0
64.0,90.0,272,2,0
40.0,55.0,280,3,0
84.0,98.0,279,5,0
73.0,92.0,288,5,0
40.0,51.0,286,3,0
36.0,45.0,266,3,0
43.0,47.0,291,3,0
11.0,78.0,262,4,0
91.0,100.0,270,6,0
80.0,100.0,287,5,0
42.0,49.0,266,3,0
31.0,87.0,276,3,0
44.0,47.0,266,3,0
38.0,54.0,274,3,0
45.0,56.0,284,3,0
43.0,46.0,274,3,0
45.0,46.0,284,3,0
43.0,57.0,257,3,0
43.0,49.0,270,3,0
9.0,83.0,272,4,0
43.0,47.0,272,3,0
79.0,94.0,279,5,0
85.0,58.0,281,2,0
38.0,45.0,287,3,0
11.0,92.0,269,4,0
83.0,99.0,273,5,0
81.0,91.0,253,5,0
42.0,56.0,281,3,0
11.0,87.0,292,4,0
11.0,85.0,292,4,0
10.0,89.0,287,4,0
50.0,54.0,272,4,0
44.0,49.0,267,3,0
11.0,90.0,268,4,0
39.0,52.0,278,3,0
11.0,78.0,267,4,0
36.0,50.0,282,3,0
43.0,51.0,280,3,0
40.0,50.0,284,3,0
86.0,84.0,274,6,0
38.0,49.0,277,3,0
46.0,45.0,271,3,0
37.0,57.0,269,3,0
43.0,52.0,272,3,0
66.0,93.0,268,5,0
37.0,48.0,275,3,0
77.0,92.0,287,5,0
38.0,55.0,275,3,0
39.0,54.0,275,3,0
41.0,55.0,271,3,0
10.0,90.0,266,4,0
9.0,93.0,291,4,0
41.0,47.0,277,3,0
39.0,46.0,284,3,0
83.0,99.0,283,5,0
9.0,87.0,280,2,0
75.0,81.0,286,5,0
44.0,54.0,282,3,0
10.0,84.0,271,5,0
42.0,46.0,289,3,0
10.0,83.0,262,4,0
10.0,86.0,280,4,0
31.0,77.0,272,3,0
42.0,54.0,268,3,0
38.0,50.0,294,3,0
39.0,57.0,286,3,0
10.0,97.0,271,5,0
11.0,93.0,280,4,0
10.0,92.0,270,4,0
11.0,90.0,269,4,0
44.0,65.0,282,4,0
91.0,96.0,278,5,0
72.0,100.0,250,5,0
66.0,66.0,276,3,0
20.0,69.0,288,4,0
97.0,78.0,275,3,0
59.0,73.0,268,3,0
88.0,60.0,285,2,0
16.0,73.0,280,2,0
61.0,96.0,276,3,0
52.0,79.0,268,3,0
82.0,49.0,274,4,0
75.0,94.0,252,2,0
62.0,50.0,265,2,0
91.0,88.0,271,2,0
61.0,98.0,262,4,0
79.0,77.0,269,6,0
90.0,93.0,268,3,0
75.0,83.0,254,3,0
81.0,64.0,284,3,0
59.0,88.0,279,2,0
56.0,83.0,286,3,0
98.0,79.0,260,4,0
59.0,72.0,291,4,0
61.0,67.0,282,3,0
78.0,70.0,256,3,0
55.0,93.0,256,3,0
20.0,97.0,286,5,0
79.0,44.0,273,3,0
52.0,98.0,255,3,0
97.0,52.0,275,3,0
63.0,94.0,270,3,0
85.0,99.0,281,2,0
59.0,74.0,276,3,0
64.0,60.0,295,3,0
80.0,67.0,263,3,0
61.0,75.0,275,3,0
87.0,61.0,276,2,0
75.0,59.0,272,3,0
96.0,51.0,266,3,0
75.0,92.0,274,3,0
19.0,58.0,281,5,0
52.0,97.0,282,3,0
60.0,60.0,266,3,0
90.0,81.0,272,3,0
89.0,92.0,270,2,0
54.0,93.0,278,2,0
99.0,55.0,263,3,0
66.0,56.0,282,3,0
92.0,64.0,273,2,0
19.0,72.0,284,3,0
39.0,37.0,273,4,0
41.0,68.0,261,4,0
60.0,49.0,292,2,0
95.0,54.0,278,4,0
51.0,87.0,274,4,0
54.0,74.0,271,3,0
16.0,54.0,286,5,0
98.0,77.0,269,2,0
65.0,75.0,288,3,0
38.0,50.0,281,3,0
95.0,71.0,279,4,0
60.0,62.0,265,2,0
78.0,91.0,258,2,0
19.0,63.0,279,6,0
56.0,99.0,287,3,0
21.0,71.0,268,2,0
83.0,71.0,289,4,0
50.0,64.0,274,2,0
74.0,87.0,259,3,0
75.0,83.0,276,4,0
85.0,66.0,270,4,0
93.0,59.0,283,2,0
76.0,70.0,260,2,0
91.0,78.0,278,3,0
22.0,54.0,265,4,0
78.0,52.0,291,3,0
53.0,80.0,269,3,0
58.0,69.0,278,3,0
99.0,81.0,282,2,0
62.0,64.0,294,3,0
59.0,69.0,271,3,0
13.0,76.0,277,4,0
19.0,63.0,270,6,0
94.0,99.0,280,4,0
53.0,96.0,293,2,0
96.0,85.0,272,2,0
62.0,87.0,283,3,0
81.0,86.0,278,3,0
63.0,78.0,259,3,0
92.0,68.0,277,4,0
83.0,74.0,262,2,0
49.0,37.0,269,3,0
80.0,66.0,287,3,0
54.0,76.0,274,2,0
37.0,72.0,282,2,0
93.0,56.0,277,3,0
88.0,99.0,291,2,0
79.0,87.0,267,2,0
65.0,88.0,260,3,0
72.0,70.0,286,3,0
58.0,49.0,291,3,0
37.0,51.0,283,3,0
87.0,97.0,282,3,0
63.0,72.0,267,4,0
72.0,79.0,290,3,0
36.0,55.0,278,3,0
96.0,70.0,282,3,0
52.0,37.0,285,2,0
16.0,83.0,254,4,0
63.0,55.0,289,3,0
92.0,76.0,272,3,0
82.0,49.0,264,2,0
18.0,54.0,287,5,0
73.0,48.0,295,2,0
44.0,61.0,263,6,0
73.0,62.0,267,4,0
62.0,95.0,281,2,0
94.0,80.0,262,3,0
76.0,74.0,276,3,0
89.0,49.0,274,3,0
90.0,88.0,263,2,0
100.0,93.0,266,2,0
71.0,90.0,291,3,0
73.0,97.0,281,3,0
97.0,90.0,290,3,0
60.0,59.0,289,3,0
82.0,67.0,280,3,0
95.0,48.0,276,2,0
88.0,65.0,255,3,0
79.0,49.0,269,3,0
52.0,96.0,284,2,0
22.0,61.0,285,5,0
59.0,96.0,277,3,0
84.0,64.0,258,3,0
54.0,41.0,288,3,0
100.0,86.0,265,4,0
93.0,59.0,269,2,0
96.0,55.0,281,4,0
56.0,41.0,266,3,0
49.0,66.0,280,3,0
89.0,51.0,296,3,0
57.0,91.0,272,2,0
96.0,64.0,277,2,0
65.0,89.0,270,3,0
14.0,66.0,289,4,0
64.0,49.0,274,3,0
98.0,91.0,267,2,0
71.0,59.0,270,2,0
96.0,49.0,290,3,0
90.0,57.0,277,3,0
52.0,96.0,278,3,0
78.0,98.0,279,2,0
62.0,69.0,267,3,0
60.0,80.0,283,2,0
82.0,62.0,276,6,0
52.0,55.0,271,2,0
13.0,84.0,280,5,0
97.0,93.0,266,2,0
63.0,90.0,277,3,0
68.0,78.0,286,3,0
74.0,83.0,274,3,0
89.0,57.0,274,4,0
28.0,95.0,263,3,0
61.0,90.0,271,3,0
67.0,49.0,275,3,0
86.0,64.0,261,4,0
87.0,93.0,305,2,0
70.0,95.0,292,3,0
68.0,84.0,250,3,0
69.0,75.0,274,3,0
97.0,83.0,273,2,0
62.0,89.0,273,2,0
55.0,87.0,281,2,0
61.0,73.0,273,3,0
15.0,81.0,277,5,0
84.0,86.0,291,3,0
87.0,64.0,259,2,0
93.0,86.0,265,4,0
14.0,73.0,272,5,0
96.0,70.0,291,3,0
41.0,63.0,281,2,0
84.0,96.0,268,5,0
94.0,69.0,274,2,0
60.0,86.0,273,6,0
70.0,73.0,299,3,0
29.0,91.0,289,4,0
31.0,51.0,263,3,0
73.0,99.0,274,3,0
51.0,52.0,285,3,0
58.0,77.0,275,3,0
59.0,97.0,273,3,0
95.0,90.0,283,2,0
84.0,93.0,270,3,0
28.0,37.0,268,4,0
94.0,52.0,275,6,0
49.0,59.0,264,4,0
72.0,50.0,279,2,0
19.0,85.0,279,3,0
83.0,95.0,273,2,0
79.0,92.0,268,2,0
72.0,61.0,275,3,0
97.0,74.0,283,2,0
92.0,83.0,269,4,0
95.0,53.0,279,3,0
76.0,64.0,274,2,0
24.0,62.0,286,4,0
89.0,99.0,282,2,0
69.0,63.0,275,4,0
92.0,98.0,268,3,0
79.0,61.0,286,2,0
87.0,94.0,272,3,0
89.0,88.0,288,2,0
75.0,77.0,270,4,0
78.0,60.0,284,3,0
13.0,62.0,277,3,0
94.0,86.0,281,3,0
94.0,88.0,283,2,0
67.0,60.0,267,6,0
60.0,73.0,270,3,0
62.0,94.0,269,4,0
38.0,52.0,277,3,0
80.0,77.0,286,3,0
61.0,42.0,283,2,0
61.0,56.0,290,3,0
66.0,80.0,273,3,0
56.0,74.0,272,2,0
100.0,55.0,287,4,0
73.0,86.0,286,4,0
60.0,66.0,259,4,0
78.0,59.0,274,3,0
48.0,53.0,278,4,0
90.0,77.0,279,2,0
16.0,76.0,262,4,0
50.0,75.0,269,2,0
66.0,65.0,277,3,0
44.0,37.0,273,2,0
95.0,67.0,290,3,0
90.0,65.0,281,2,0
27.0,48.0,288,2,0
51.0,74.0,263,3,0
68.0,76.0,284,4,0
97.0,93.0,269,2,0
91.0,75.0,266,3,0
76.0,88.0,264,4,0
88.0,61.0,294,4,0
83.0,73.0,261,2,0
78.0,54.0,279,3,0
52.0,38.0,270,3,0
63.0,49.0,274,3,0
90.0,74.0,249,3,0
48.0,58.0,251,3,0
70.0,60.0,275,3,0
68.0,66.0,277,3,0
70.0,87.0,278,2,0
77.0,50.0,272,3,0
73.0,93.0,279,2,0
87.0,48.0,278,3,0
65.0,98.0,273,2,0
62.0,70.0,261,3,0
53.0,51.0,282,2,0
59.0,39.0,297,4,0
87.0,72.0,272,3,0
47.0,53.0,292,4,0
96.0,81.0,287,3,0
79.0,74.0,268,3,0
84.0,60.0,273,3,0
68.0,49.0,286,3,0
86.0,66.0,273,3,0
73.0,98.0,268,2,0
90.0,67.0,267,4,0
63.0,64.0,278,3,0
71.0,72.0,280,2,0
71.0,68.0,266,3,0
95.0,62.0,272,2,0
51.0,86.0,279,3,0
77.0,91.0,279,3,0
48.0,51.0,281,3,0
93.0,91.0,271,2,0
83.0,86.0,283,4,0
61.0,73.0,287,4,0
97.0,89.0,270,2,0
50.0,81.0,286,2,0
84.0,54.0,277,3,0
58.0,38.0,285,5,0
59.0,72.0,282,3,0
77.0,83.0,274,3,0
78.0,40.0,272,5,0
60.0,96.0,289,3,0
53.0,77.0,266,2,0
73.0,69.0,269,2,0
76.0,94.0,294,3,0
12.0,61.0,280,3,0
20.0,98.0,289,6,0
50.0,77.0,278,3,0
79.0,65.0,268,2,0
96.0,68.0,275,2,0
26.0,69.0,267,2,0
80.0,72.0,286,3,0
43.0,71.0,267,2,0
87.0,71.0,270,2,0
63.0,75.0,266,4,0
58.0,48.0,256,3,0
20.0,42.0,282,5,0
62.0,71.0,284,3,0
91.0,94.0,299,3,0
66.0,91.0,277,4,0
53.0,81.0,272,2,0
52.0,98.0,268,2,0
100.0,88.0,273,4,0
73.0,67.0,256,3,0
65.0,67.0,280,2,0
50.0,95.0,286,3,0
94.0,59.0,260,2,0
48.0,86.0,263,4,0
67.0,87.0,277,2,0
73.0,94.0,270,3,0
63.0,71.0,279,2,0
84.0,84.0,276,3,0
20.0,94.0,287,5,0
76.0,57.0,266,3,0
55.0,54.0,282,2,0
80.0,55.0,279,2,0
64.0,91.0,262,3,0
59.0,97.0,256,6,0
92.0,98.0,271,3,0
75.0,76.0,273,2,0
69.0,74.0,280,2,0
82.0,93.0,277,3,0
88.0,85.0,284,3,0
89.0,91.0,282,2,0
100.0,79.0,271,5,0
66.0,91.0,291,2,0
76.0,92.0,280,2,0
80.0,62.0,284,4,0
58.0,86.0,281,2,0
73.0,93.0,272,3,0
100.0,73.0,270,3,0
18.0,90.0,277,4,0
47.0,46.0,274,2,0
92.0,64.0,281,4,0
51.0,50.0,281,3,0
81.0,62.0,268,4,0
52.0,57.0,272,3,0
95.0,96.0,286,3,0
93.0,64.0,269,3,0
98.0,67.0,281,6,0
79.0,79.0,289,2,0
99.0,73.0,273,4,0
64.0,90.0,291,3,0
54.0,44.0,278,2,0
79.0,59.0,273,2,0
55.0,98.0,263,2,0
18.0,81.0,282,4,0
56.0,81.0,284,3,0
92.0,67.0,269,2,0
99.0,75.0,276,2,0
77.0,85.0,257,2,0
49.0,52.0,290,2,0
98.0,58.0,279,3,0
18.0,54.0,257,5,0
80.0,82.0,277,4,0
81.0,77.0,261,2,0
13.0,61.0,282,5,0
58.0,97.0,268,4,0
75.0,63.0,287,3,0
80.0,94.0,272,4,0
78.0,60.0,290,2,0
92.0,60.0,284,3,0
85.0,98.0,271,3,0
52.0,63.0,293,3,0
95.0,84.0,275,3,0
81.0,92.0,294,3,0
16.0,82.0,266,4,0
91.0,74.0,269,2,0
62.0,51.0,279,3,0
24.0,42.0,286,5,0
88.0,51.0,277,3,0
94.0,73.0,277,3,0
76.0,79.0,253,4,0
49.0,67.0,265,2,0
93.0,90.0,270,4,0
92.0,66.0,292,3,0
19.0,94.0,271,5,0
66.0,76.0,294,3,0
16.0,94.0,268,6,0
83.0,99.0,278,3,0
69.0,53.0,277,3,0
82.0,53.0,276,3,0
88.0,72.0,292,2,0
31.0,42.0,268,4,0
83.0,49.0,278,2,0
94.0,52.0,284,3,0
65.0,79.0,296,3,0
60.0,60.0,277,3,0
52.0,43.0,286,3,0
66.0,89.0,261,4,0
87.0,87.0,297,3,0
20.0,99.0,269,3,0
63.0,91.0,273,3,0
69.0,98.0,285,3,0
48.0,61.0,265,3,0
80.0,80.0,278,4,0
89.0,74.0,258,6,0
67.0,63.0,284,3,0
37.0,86.0,281,3,0
93.0,61.0,278,3,0
69.0,52.0,284,3,0
16.0,61.0,270,6,0
81.0,55.0,288,2,0
97.0,63.0,284,2,0
77.0,59.0,287,2,0
75.0,78.0,279,3,0
88.0,82.0,275,3,0
43.0,51.0,274,4,0
99.0,99.0,275,4,0
59.0,65.0,293,3,0
89.0,71.0,287,3,0
54.0,73.0,257,3,0
32.0,86.0,248,4,0
17.0,55.0,278,6,0
78.0,55.0,251,3,0
73.0,68.0,279,5,0
65.0,76.0,275,5,0
80.0,71.0,288,4,0
61.0,86.0,270,3,0
67.0,49.0,273,3,0
63.0,57.0,255,3,0
51.0,58.0,281,2,0
82.0,59.0,280,3,0
79.0,67.0,279,2,0
49.0,60.0,283,5,0
70.0,59.0,275,3,0
13.0,50.0,252,5,0
83.0,52.0,266,3,0
83.0,91.0,269,3,0
19.0,83.0,263,4,0
80.0,81.0,262,2,0
49.0,67.0,267,8,0
92.0,99.0,259,8,0
81.0,55.0,285,8,0
62.0,91.0,284,8,0
21.0,70.0,268,8,0
95.0,74.0,287,6,0
51.0,80.0,300,6,0
52.0,89.0,278,6,0
64.0,56.0,274,6,0
62.0,79.0,281,6,0
73.0,88.0,262,4,0
32.0,86.0,287,5,0
78.0,96.0,270,3,0
65.0,91.0,273,2,0
56.0,92.0,270,3,0
96.0,89.0,274,4,0
79.0,82.0,268,3,0
66.0,58.0,259,3,0
67.0,68.0,276,3,0
86.0,82.0,285,2,0
57.0,72.0,290,2,0
86.0,87.0,267,2,0
52.0,59.0,270,2,0
73.0,61.0,278,2,0
78.0,63.0,277,3,0
95.0,63.0,271,2,0
75.0,61.0,274,3,0
83.0,52.0,277,2,0
48.0,100.0,287,3,0
30.0,58.0,290,4,0
72.0,85.0,258,4,0
61.0,52.0,261,3,0
31.0,87.0,290,3,0
62.0,81.0,275,2,0
48.0,49.0,295,3,0
97.0,89.0,296,2,0
61.0,83.0,281,2,0
93.0,99.0,274,3,0
89.0,39.0,272,2,0
95.0,90.0,280,3,0
36.0,44.0,273,3,0
29.0,39.0,283,6,0
65.0,83.0,256,2,0
72.0,54.0,287,2,0
51.0,56.0,268,2,0
54.0,53.0,274,2,0
66.0,58.0,289,2,0
59.0,54.0,274,2,0
45.0,48.0,268,2,0
15.0,91.0,276,3,0
95.0,53.0,257,3,0
49.0,59.0,256,3,0
68.0,97.0,263,2,0
70.0,76.0,280,2,0
90.0,73.0,278,4,0
94.0,95.0,287,3,0
80.0,86.0,278,3,0
59.0,53.0,286,3,0
43.0,96.0,278,6,0
70.0,54.0,279,3,0
51.0,62.0,268,3,0
12.0,49.0,284,5,0
14.0,56.0,283,4,0
86.0,91.0,264,3,0
97.0,50.0,271,3,0
100.0,86.0,279,3,0
49.0,63.0,281,3,0
90.0,93.0,260,3,0
